opacity,nbins,initialFrequency,toneDuration,interToneInterval,rampSize,stdevTone,deltaGauss,rdkLifeTime,rdkSpeed,rdkCoherence
0.01524816,20,1000,0.015,0.01,0.005,20,0.452133,4,12,0.05
